SensorName,Timestamp,x,y,z,payload
Gyroscope,1638504212680,0,0.0003994738217443228,-0.0014647373463958502,
Gyroscope,1638504212691,-0.002130527049303055,-0.0006657897029072046,0.0006657897029072046,
Gyroscope,1638504212702,-0.0010652635246515274,-0.003861580276861787,0.0006657897029072046,
Gyroscope,1638504212713,-0.002130527049303055,0.0014647373463958502,-0.0003994738217443228,
Gyroscope,1638504212725,0.002130527049303055,-0.003861580276861787,-0.0003994738217443228,
Gyroscope,1638504212737,-0.003195790573954582,-0.0006657897029072046,0.0027963167522102594,
Gyroscope,1638504212748,-0.003195790573954582,-0.0006657897029072046,0.0006657897029072046,
Gyroscope,1638504212760,0,0.0014647373463958502,-0.0014647373463958502,
Gyroscope,1638504212774,0,0.0014647373463958502,0.0006657897029072046,
Gyroscope,1638504212784,-0.0010652635246515274,-0.001731053227558732,-0.0014647373463958502,
Gyroscope,1638504212798,0.0010652635246515274,-0.0027963167522102594,-0.0025300008710473776,
Gyroscope,1638504212810,-0.002130527049303055,0.0003994738217443228,-0.0003994738217443228,
Gyroscope,1638504212822,0.00426105409860611,-0.001731053227558732,0.0006657897029072046,
Gyroscope,1638504212833,-0.002130527049303055,0.0014647373463958502,0.0006657897029072046,
Gyroscope,1638504212844,0.003195790573954582,-0.001731053227558732,-0.0003994738217443228,
Gyroscope,1638504212858,0.002130527049303055,-0.0027963167522102594,-0.0003994738217443228,
Gyroscope,1638504212870,0.0010652635246515274,0.0005326317623257637,-0.0003994738217443228,
Gyroscope,1638504212882,0,0.018642112612724304,-0.0014647373463958502,
Gyroscope,1638504212894,0.0010652635246515274,-0.003728422336280346,-0.0003994738217443228,
Gyroscope,1638504212906,0,-0.0005326317623257637,0.0006657897029072046,
Gyroscope,1638504212919,0,-0.003728422336280346,0.0006657897029072046,
Gyroscope,1638504212933,0.002130527049303055,-0.001597895286977291,0.0006657897029072046,
Gyroscope,1638504212947,-0.002130527049303055,0.001597895286977291,0.001731053227558732,
Gyroscope,1638504212960,0.002130527049303055,0.0005326317623257637,0.0006657897029072046,
Gyroscope,1638504212972,0.0010652635246515274,0.0026631588116288185,-0.0025300008710473776,
Gyroscope,1638504212984,0.002130527049303055,-0.0005326317623257637,-0.0014647373463958502,
Gyroscope,1638504212996,0,-0.001597895286977291,0.0006657897029072046,
Gyroscope,1638504213008,-0.0010652635246515274,-0.004793685860931873,-0.0003994738217443228,
Gyroscope,1638504213021,-0.0010652635246515274,-0.0005326317623257637,0.001731053227558732,
Gyroscope,1638504213033,-0.002130527049303055,0.0026631588116288185,-0.0003994738217443228,
Gyroscope,1638504213046,-0.0010652635246515274,-0.0005326317623257637,-0.0003994738217443228,
Gyroscope,1638504213059,-0.003195790573954582,-0.001597895286977291,-0.0014647373463958502,
Gyroscope,1638504213071,-0.0010652635246515274,0.003728422336280346,0.0006657897029072046,
Gyroscope,1638504213081,-0.0010652635246515274,-0.0005326317623257637,0.0006657897029072046,
Gyroscope,1638504213094,-0.0010652635246515274,0.0026631588116288185,-0.0014647373463958502,
Gyroscope,1638504213106,-0.0010652635246515274,-0.0005326317623257637,0.0006657897029072046,
Gyroscope,1638504213117,-0.002130527049303055,-0.0026631588116288185,-0.0003994738217443228,
Gyroscope,1638504213129,0.002130527049303055,-0.0005326317623257637,0.001731053227558732,
