SensorName,Timestamp,x,y,z,payload
Accelerometer,1638506554078,0.16409027576446533,-0.07845192402601242,9.791518211364746,
Accelerometer,1638506554091,0.16409027576446533,-0.0928247943520546,9.814874649047852,
Accelerometer,1638506554104,0.22637271881103516,-0.054497137665748596,9.768162727355957,
Accelerometer,1638506554116,0.2359546422958374,-0.05030504986643791,9.824456214904785,
Accelerometer,1638506554129,0.24074558913707733,-0.09761574864387512,9.81966495513916,
Accelerometer,1638506554141,0.1592993289232254,-0.04551409184932709,9.801100730895996,
Accelerometer,1638506554154,0.16888123750686646,-0.09761574864387512,9.796309471130371,
Accelerometer,1638506554166,0.15390948951244354,-0.07845192402601242,9.8526029586792,
Accelerometer,1638506554177,0.16409027576446533,-0.06407905369997025,9.777145385742188,
Accelerometer,1638506554189,0.16409027576446533,-0.11677958071231842,9.833439826965332,
Accelerometer,1638506554201,0.12995471060276031,-0.1119886189699173,9.777145385742188,
Accelerometer,1638506554213,0.18325410783290863,-0.08803384006023407,9.805292129516602,
Accelerometer,1638506554226,0.12995471060276031,-0.06887000799179077,9.87116813659668,
Accelerometer,1638506554237,0.17367219924926758,-0.08324287831783295,9.833439826965332,
Accelerometer,1638506554248,0.16409027576446533,-0.1119886189699173,9.791518211364746,
Accelerometer,1638506554258,0.21199984848499298,-0.08324287831783295,9.768162727355957,
Accelerometer,1638506554271,0.2167908102273941,-0.07845192402601242,9.758581161499023,
Accelerometer,1638506554283,0.20720888674259186,-0.05988696217536926,9.768162727355957,
Accelerometer,1638506554297,0.21199984848499298,-0.08803384006023407,9.781936645507812,
Accelerometer,1638506554309,0.1443275809288025,-0.10240671038627625,9.814874649047852,
Accelerometer,1638506554321,0.17367219924926758,-0.05988696217536926,9.814874649047852,
Accelerometer,1638506554333,0.17367219924926758,-0.07845192402601242,9.753789901733398,
Accelerometer,1638506554346,0.1443275809288025,-0.0736609622836113,9.786727905273438,
Accelerometer,1638506554359,0.17367219924926758,-0.08324287831783295,9.786727905273438,
Accelerometer,1638506554372,0.13953661918640137,-0.1119886189699173,9.768162727355957,
Accelerometer,1638506554384,0.13474567234516144,-0.05988696217536926,9.758581161499023,
Accelerometer,1638506554396,0.15450836718082428,0.011977393180131912,9.622637748718262,
Accelerometer,1638506554409,0.12995471060276031,-0.08803384006023407,9.861586570739746,
Accelerometer,1638506554421,0.22158177196979523,-0.05509600788354874,9.777145385742188,
Accelerometer,1638506554433,0.18804506957530975,-0.10719766467809677,9.83823013305664,
Accelerometer,1638506554446,0.24553655087947845,-0.07845192402601242,9.786727905273438,
Accelerometer,1638506554456,0.21199984848499298,-0.09761574864387512,9.781936645507812,
Accelerometer,1638506554469,0.21199984848499298,-0.08324287831783295,9.88973331451416,
Accelerometer,1638506554480,0.16409027576446533,-0.06467792391777039,9.810083389282227,
Accelerometer,1638506554502,0.10120896995067596,-0.0736609622836113,9.796309471130371,
Accelerometer,1638506554511,0.16888123750686646,-0.08324287831783295,9.796309471130371,
Accelerometer,1638506554523,0.10120896995067596,-0.08324287831783295,9.82924747467041,
Accelerometer,1638506554536,0.19283601641654968,-0.07845192402601242,9.768162727355957,
Accelerometer,1638506554548,0.15450836718082428,-0.0928247943520546,9.810083389282227,
Accelerometer,1638506554560,0.1784631460905075,-0.10240671038627625,9.833439826965332,
Accelerometer,1638506554573,0.20241793990135193,-0.06946887820959091,9.810083389282227,
Accelerometer,1638506554585,0.1784631460905075,-0.10719766467809677,9.753789901733398,
Accelerometer,1638506554599,0.20720888674259186,-0.03593217954039574,9.753789901733398,
Accelerometer,1638506554611,0.2359546422958374,-0.06946887820959091,9.81966495513916,
