SensorName,Timestamp,x,y,z,payload
Gyroscope,1636227255009,-0.001731053227558732,-0.0045273699797689915,0.0007989476434886456,
Gyroscope,1636227255021,-0.004926843568682671,0.0007989476434886456,0.0007989476434886456,
Gyroscope,1636227255034,0.0003994738217443228,0.0007989476434886456,-0.00026631588116288185,
Gyroscope,1636227255046,-0.0006657897029072046,0.003994738217443228,0.0007989476434886456,
Gyroscope,1636227255058,0.0003994738217443228,0.0007989476434886456,-0.0013315794058144093,
Gyroscope,1636227255071,-0.0006657897029072046,-0.00026631588116288185,-0.0013315794058144093,
Gyroscope,1636227255082,-0.001731053227558732,0.0007989476434886456,0.0029294746927917004,
Gyroscope,1636227255095,0.0014647373463958502,0.0029294746927917004,-0.0013315794058144093,
Gyroscope,1636227255108,0.0003994738217443228,0.0007989476434886456,-0.00026631588116288185,
Gyroscope,1636227255120,0.0003994738217443228,-0.0023968429304659367,0.0007989476434886456,
Gyroscope,1636227255132,0.0003994738217443228,0.001864211168140173,0.001864211168140173,
Gyroscope,1636227255145,-0.003861580276861787,-0.00026631588116288185,-0.0013315794058144093,
Gyroscope,1636227255155,-0.001731053227558732,0.0029294746927917004,-0.00026631588116288185,
Gyroscope,1636227255168,-0.0006657897029072046,0.0007989476434886456,0.0007989476434886456,
Gyroscope,1636227255179,0.0025300008710473776,-0.00026631588116288185,0.0029294746927917004,
Gyroscope,1636227255192,-0.001731053227558732,0.003994738217443228,0.001864211168140173,
Gyroscope,1636227255204,0.0014647373463958502,0.0007989476434886456,-0.00026631588116288185,
Gyroscope,1636227255215,-0.0006657897029072046,0.0007989476434886456,-0.0023968429304659367,
Gyroscope,1636227255228,0.0014647373463958502,0.0007989476434886456,-0.0013315794058144093,
Gyroscope,1636227255240,0.0003994738217443228,0.0007989476434886456,-0.00026631588116288185,
Gyroscope,1636227255252,-0.003861580276861787,0.001864211168140173,-0.0013315794058144093,
Gyroscope,1636227255262,-0.0006657897029072046,-0.0045273699797689915,0.0007989476434886456,
Gyroscope,1636227255275,-0.0006657897029072046,0.0007989476434886456,0.0007989476434886456,
Gyroscope,1636227255288,-0.0006657897029072046,0.0007989476434886456,0.003994738217443228,
Gyroscope,1636227255299,0.0025300008710473776,0.0007989476434886456,0.001864211168140173,
Gyroscope,1636227255312,-0.001731053227558732,0.0029294746927917004,0.0007989476434886456,
Gyroscope,1636227255324,0.0014647373463958502,-0.0013315794058144093,0.001864211168140173,
Gyroscope,1636227255336,0.0025300008710473776,0.001864211168140173,-0.0013315794058144093,
