,SensorName,Timestamp,x,y,z,payload
0,Gyroscope,1635536841982,-0.0022636849898844957,0.0011984214652329683,0.004394211806356907,
0,Gyroscope,1635536842007,-0.0011984214652329683,0.00013315794058144093,0.00013315794058144093,
0,Gyroscope,1635536842030,-0.0022636849898844957,-0.0009321055840700865,0.00013315794058144093,
0,Gyroscope,1635536842054,0.0030626326333731413,-0.0009321055840700865,-0.0030626326333731413,
0,Gyroscope,1635536842080,-0.00013315794058144093,-0.0009321055840700865,0.00013315794058144093,
0,Gyroscope,1635536842103,0.0009321055840700865,0.00013315794058144093,-0.0009321055840700865,
0,Gyroscope,1635536842125,-0.00013315794058144093,-0.00519315991550684,0.003328948514536023,
0,Gyroscope,1635536842149,-0.0011984214652329683,0.0011984214652329683,0.0011984214652329683,
0,Gyroscope,1635536842171,-0.003328948514536023,-0.001997369108721614,0.0011984214652329683,
0,Gyroscope,1635536842197,-0.0011984214652329683,-0.0009321055840700865,0.0011984214652329683,
0,Gyroscope,1635536842220,-0.0011984214652329683,-0.0009321055840700865,-0.0030626326333731413,
0,Gyroscope,1635536842246,-0.0011984214652329683,-0.001997369108721614,0.00013315794058144093,
0,Gyroscope,1635536842269,0.001997369108721614,0.00013315794058144093,-0.0009321055840700865,
0,Gyroscope,1635536842292,0.001997369108721614,-0.004127896390855312,-0.001997369108721614,
0,Gyroscope,1635536842316,-0.0011984214652329683,0.00013315794058144093,-0.001997369108721614,
0,Gyroscope,1635536842340,-0.0022636849898844957,-0.0009321055840700865,-0.0009321055840700865,
0,Gyroscope,1635536842364,0.001997369108721614,-0.0009321055840700865,0.0011984214652329683,
0,Gyroscope,1635536842389,-0.00013315794058144093,0.0011984214652329683,-0.0009321055840700865,
0,Gyroscope,1635536842413,0.0009321055840700865,-0.0030626326333731413,-0.0009321055840700865,
0,Gyroscope,1635536842436,-0.0011984214652329683,0.0022636849898844957,0.0011984214652329683,
0,Gyroscope,1635536842459,-0.00013315794058144093,0.0022636849898844957,0.003328948514536023,
0,Gyroscope,1635536842484,0.0009321055840700865,-0.001997369108721614,0.0011984214652329683,
0,Gyroscope,1635536842509,-0.0011984214652329683,0.00013315794058144093,-0.001997369108721614,
0,Gyroscope,1635536842533,-0.00013315794058144093,0.0011984214652329683,0.0011984214652329683,
0,Gyroscope,1635536842558,-0.003328948514536023,0.00013315794058144093,0.0011984214652329683,
0,Gyroscope,1635536842584,0.0009321055840700865,-0.001997369108721614,0.00013315794058144093,
0,Gyroscope,1635536842608,0.0009321055840700865,0.00013315794058144093,-0.001997369108721614,
0,Gyroscope,1635536842631,-0.0011984214652329683,0.00013315794058144093,0.0011984214652329683,
0,Gyroscope,1635536842655,-0.00013315794058144093,0.00013315794058144093,0.0011984214652329683,
0,Gyroscope,1635536842678,-0.0011984214652329683,0.015046847052872181,0.0011984214652329683,
0,Gyroscope,1635536842703,-0.00013315794058144093,0.003328948514536023,0.00013315794058144093,
0,Gyroscope,1635536842728,-0.00013315794058144093,-0.001997369108721614,0.0011984214652329683,
0,Gyroscope,1635536842753,0.0009321055840700865,0.00013315794058144093,-0.004127896390855312,
0,Gyroscope,1635536842781,-0.0011984214652329683,-0.0009321055840700865,0.0011984214652329683,
0,Gyroscope,1635536842803,-0.003328948514536023,0.00013315794058144093,0.0022636849898844957,
0,Gyroscope,1635536842830,0.0009321055840700865,-0.0010652635246515274,-0.001997369108721614,
0,Gyroscope,1635536842858,-0.0022636849898844957,-0.0010652635246515274,-0.0030626326333731413,
0,Gyroscope,1635536842883,0.001997369108721614,0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536842906,0.001997369108721614,-0.002130527049303055,0.00013315794058144093,
0,Gyroscope,1635536842930,-0.00013315794058144093,0,0.0011984214652329683,
0,Gyroscope,1635536842955,-0.00013315794058144093,-0.0010652635246515274,0.0011984214652329683,
0,Gyroscope,1635536842978,-0.0010652635246515274,0,0.00013315794058144093,
0,Gyroscope,1635536843003,-0.0010652635246515274,0,0.0011984214652329683,
0,Gyroscope,1635536843027,0.002130527049303055,-0.0010652635246515274,0.0011984214652329683,
0,Gyroscope,1635536843052,-0.0010652635246515274,0,0.00013315794058144093,
0,Gyroscope,1635536843077,0.002130527049303055,-0.002130527049303055,0.00013315794058144093,
0,Gyroscope,1635536843103,0,0,0.0022636849898844957,
0,Gyroscope,1635536843126,0,-0.0010652635246515274,-0.0009321055840700865,
0,Gyroscope,1635536843150,0,-0.0010652635246515274,-0.001997369108721614,
0,Gyroscope,1635536843174,0,0.003195790573954582,0.0022636849898844957,
0,Gyroscope,1635536843199,0.002130527049303055,0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536843222,0.0010652635246515274,0.002130527049303055,-0.0030626326333731413,
0,Gyroscope,1635536843247,-0.0010652635246515274,0.002130527049303055,0.00013315794058144093,
0,Gyroscope,1635536843271,-0.0010652635246515274,0,0.00013315794058144093,
0,Gyroscope,1635536843295,0.0010652635246515274,-0.002130527049303055,-0.0030626326333731413,
0,Gyroscope,1635536843320,0,0,-0.0009321055840700865,
0,Gyroscope,1635536843342,0,-0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536843368,0.002130527049303055,-0.002130527049303055,-0.0009321055840700865,
0,Gyroscope,1635536843394,0.002130527049303055,0.003195790573954582,0.00013315794058144093,
0,Gyroscope,1635536843419,-0.0010652635246515274,-0.0010652635246515274,-0.0009321055840700865,
0,Gyroscope,1635536843441,0.00426105409860611,-0.005326317623257637,-0.0009321055840700865,
0,Gyroscope,1635536843466,0.0010652635246515274,0.002130527049303055,0.0011984214652329683,
0,Gyroscope,1635536843491,0.002130527049303055,0.002130527049303055,-0.001997369108721614,
0,Gyroscope,1635536843516,0,0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536843538,0.002130527049303055,0.003195790573954582,0.0022636849898844957,
0,Gyroscope,1635536843561,0,0,0.0011984214652329683,
0,Gyroscope,1635536843589,-0.003195790573954582,-0.0010652635246515274,0.0022636849898844957,
0,Gyroscope,1635536843613,0.00426105409860611,-0.002130527049303055,0.00013315794058144093,
0,Gyroscope,1635536843639,0.002130527049303055,0.003195790573954582,0.0022636849898844957,
0,Gyroscope,1635536843663,0,-0.002130527049303055,0.0011984214652329683,
0,Gyroscope,1635536843686,-0.0010652635246515274,0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536843710,0.0010652635246515274,0.002130527049303055,-0.001997369108721614,
0,Gyroscope,1635536843734,0.0010652635246515274,-0.003195790573954582,0.0011984214652329683,
0,Gyroscope,1635536843759,-0.0010652635246515274,0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536843782,-0.0010652635246515274,0.002130527049303055,0.003328948514536023,
0,Gyroscope,1635536843807,-0.0010652635246515274,-0.0010652635246515274,0.0011984214652329683,
0,Gyroscope,1635536843833,-0.0010652635246515274,-0.002130527049303055,-0.0009321055840700865,
0,Gyroscope,1635536843857,-0.0010652635246515274,0,0.00013315794058144093,
0,Gyroscope,1635536843880,0.00426105409860611,0.0010652635246515274,0.0022636849898844957,
0,Gyroscope,1635536843906,0.002130527049303055,0.002130527049303055,0.0011984214652329683,
0,Gyroscope,1635536843928,-0.0010652635246515274,0.002130527049303055,-0.0009321055840700865,
0,Gyroscope,1635536843952,0,0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536843977,-0.0010652635246515274,-0.006391581147909164,-0.0009321055840700865,
0,Gyroscope,1635536844001,0.003195790573954582,-0.002130527049303055,0.00013315794058144093,
0,Gyroscope,1635536844024,-0.0010652635246515274,0.002130527049303055,-0.0009321055840700865,
0,Gyroscope,1635536844052,-0.002130527049303055,-0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536844075,-0.0010652635246515274,-0.0010652635246515274,0.0011984214652329683,
0,Gyroscope,1635536844101,0.002130527049303055,0.0010652635246515274,0.0011984214652329683,
0,Gyroscope,1635536844126,0,-0.0010652635246515274,0.00013315794058144093,
0,Gyroscope,1635536844149,-0.00426105409860611,-0.002130527049303055,-0.001997369108721614,
0,Gyroscope,1635536844171,-0.002130527049303055,-0.003195790573954582,-0.0009321055840700865,
0,Gyroscope,1635536844196,-0.0010652635246515274,-0.0010652635246515274,0.0011984214652329683,
0,Gyroscope,1635536844220,0,0.002130527049303055,-0.001997369108721614,
0,Gyroscope,1635536844244,0.0010652635246515274,0,0.00013315794058144093,
0,Gyroscope,1635536844267,0,-0.0010652635246515274,0.0011984214652329683,
0,Gyroscope,1635536844289,0,0,-0.004127896390855312,
0,Gyroscope,1635536844313,-0.002130527049303055,-0.0010652635246515274,-0.0009321055840700865,
0,Gyroscope,1635536844345,-0.002130527049303055,-0.002130527049303055,-0.001997369108721614,
0,Gyroscope,1635536844363,0,0,0.00013315794058144093,
0,Gyroscope,1635536844391,-0.003328948514536023,-0.0007989476434886456,-0.0009321055840700865,
0,Gyroscope,1635536844416,0.0009321055840700865,0.0023968429304659367,0.0022636849898844957,
0,Gyroscope,1635536844439,-0.00013315794058144093,-0.003994738217443228,-0.0009321055840700865,
